product_id,product_name,gender,category_name,sub_category_name,article_type_name,base_colour,season,usage
49839,iPanema Women Red Flip Flops,Women,Footwear,Flip Flops,Flip Flops,Red,Winter,Casual
31923,Fabindia Women Blue Silk Sling Bag,Women,Accessories,Bags,Handbags,Blue,Summer,Casual
2618,Carlton London Women Silver Wedge Sandal,Women,Footwear,Shoes,Flats,Silver,Spring,Casual
54588,Sushilas Women Printed Green Kurta,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic
49005,Lucera Women Silver Ring,Women,Accessories,Jewellery,Ring,Silver,Summer,Casual
8322,Doodle Boy's Route 66 Biker Blue Teen Kidswear,Boys,Apparel,Topwear,Tshirts,Blue,Fall,Casual
13841,ADIDAS Unisex Three Small Dials White Watches,Unisex,Accessories,Watches,Watches,White,Winter,Casual
28200,Ray-Ban Men Active Lifestyle Copper Sunglasses,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,Casual
12993,ADIDAS Kids Adispeed Black Sports Shoes,Unisex,Footwear,Shoes,Sports Shoes,Black,Fall,Sports
7158,Scullers Men  Green Check Shirt,Men,Apparel,Topwear,Shirts,Green,Fall,Casual
18495,Puma Men Fashion Cat White Slipper,Men,Footwear,Sandal,Sandals,White,Fall,Casual
8110,Fastrack Men Economy 2 Analg Black Watch,Men,Accessories,Watches,Watches,Black,Winter,Casual
19547,United Colors of Benetton Men Solid Blue Sweatshirt,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,Casual
7964,Puma Men's Large Logo Graphic Black T-shirt,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports
36934,Giorgio Armani Women Idole Perfume,Women,Personal Care,Fragrance,Perfume And Body Mist,Gold,Spring,Casual
39140,Aneri Women Black & Maroon Salwar Suit,Women,Apparel,Apparel Set,Kurta Sets,Black,Summer,Ethnic
20851,Spice Art Women Ribbon Embroidery Red Clutch,Women,Accessories,Bags,Clutches,Red,Winter,Casual
41866,Estd. 1977 Men Beige & Green Sandals,Men,Footwear,Sandal,Sandals,Beige,Fall,Casual
58177,Rocky S Women Brown Handbag,Women,Accessories,Bags,Handbags,Brown,Summer,Casual
44528,Coolers Men Black Sandals,Men,Footwear,Sandal,Sandals,Black,Summer,Casual
16392,Levis Men Check Red Shirts,Men,Apparel,Topwear,Shirts,Red,Fall,Casual
51455,Tonga Women Pink Printed Shrug,Women,Apparel,Topwear,Shrug,Pink,Summer,Casual
50587,Chromozome Men Grey Briefs,Men,Apparel,Innerwear,Briefs,Grey,Summer,Casual
17240,U.S. Polo Assn. Men Stripes Black  Polo Tshirt,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual
47530,Portia Women Copper-Toned & Brown Sandals,Women,Footwear,Shoes,Flats,Copper,Winter,Casual
6617,Spykar Men Black and white Check Shirt,Men,Apparel,Topwear,Shirts,Black,Summer,Casual
12732,Nike Unisex Swoosh Black Backpack,Unisex,Accessories,Bags,Backpacks,Black,Fall,Sports
3365,Myntra Men's Brain Black T-shirt,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual
42042,Nike Men Air Relentless 2 MSL White Sports Shoes,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports
23849,ADIDAS Men Black Anzo Breeze Casual Shoes,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual
43190,Fastrack Women White Dial Watch,Women,Accessories,Watches,Watches,White,Winter,Casual
48578,Revv Men Steel Bracelet,Men,Accessories,Jewellery,Bracelet,Steel,Summer,Casual
30462,Lovable Women All Day Long Black Bra,Women,Apparel,Innerwear,Bra,Black,Summer,Casual
18208,Manchester United Men Solid White Cap,Men,Accessories,Headwear,Caps,White,Fall,Casual
54127,Rocia Women Black Heels,Women,Footwear,Shoes,Heels,Black,Winter,Casual
10065,Puma Men ducati logo tee Yellow Tshirts,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Casual
24250,Numero Uno Men White Casual Shoes,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual
32335,Q&Q Men Silver-Toned Dial Analogue Watch Q252J404Y,Men,Accessories,Watches,Watches,Silver,Winter,Casual
25382,Levis Men White Innerwear Vest,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,Casual
56670,Maxima Men Black Dial Watch,Men,Accessories,Watches,Watches,Black,Winter,Casual
5092,Wrangler Men's Minstrel Shoulder Loop Purple T-shirt,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual
10859,Wrangler Men Furious Rides Navy Blue T-Shirts,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual
59638,FNF Green Wedding Collection Sari,Women,Apparel,Saree,Sarees,Green,Fall,Ethnic
15517,Rockport Men LLandro Red Casual Shoes,Men,Footwear,Shoes,Casual Shoes,Red,Fall,Casual
4140,Skechers Women Green Shoe,Women,Footwear,Shoes,Casual Shoes,Green,Winter,Casual
36795,Maxima Men Ssteele Silver Dial Watch,Men,Accessories,Watches,Watches,Silver,Winter,Casual
40527,Titan Men Gold Dial Watch,Men,Accessories,Watches,Watches,Gold,Winter,Casual
10257,John Miller Men Solid Type Black Trousers,Men,Apparel,Bottomwear,Trousers,Black,Fall,Formal
24062,Locomotive Men Navy Blue Printed T-shirt,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual
45869,Maxima Men Brown Dial Watch,Men,Accessories,Watches,Watches,Brown,Winter,Casual
11385,United Colors Of Benetton Women Light Winter Black Sweatshirts,Women,Apparel,Topwear,Sweatshirts,Black,Fall,Casual
53130,Catwalk Women Brown Sandals,Women,Footwear,Shoes,Flats,Brown,Winter,Casual
44187,Nike Fragrances Women 5th Element Perfume 150 ml,Women,Personal Care,Fragrance,Perfume And Body Mist,White,Spring,Casual
21510,Kiara Women Graphiti White Handbag,Women,Accessories,Bags,Handbags,White,Winter,Casual
51667,Louis Philippe Men Grey Sunglasses,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,Casual
22395,Mark Taylor Men Striped Blue Shirt,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual
35322,Fabindia Women Anusuya Silver Earrings,Women,Accessories,Jewellery,Earrings,Silver,Winter,Ethnic
6425,Lotto Unisex Canvas Black Check Shoe,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual
18806,Peter England Men Casual Tan Belt,Men,Accessories,Belts,Belts,Tan,Summer,Casual
23247,Arrow Men Formal Black Shoe,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal
17072,Lino Perros Women Weaved  Grey Belt,Women,Accessories,Belts,Belts,Grey,Winter,Casual
31782,Lee Women Paula Blue Top,Women,Apparel,Topwear,Tops,Blue,Summer,Casual
42270,Vans Unisex Black & Grey Classic Shoes,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual
12500,United Colors of Benetton Men Short Black Shirts,Men,Apparel,Topwear,Shirts,Black,Fall,Casual
26735,Reebok Men Pack of 2 Pirates of the Caribbean Deos,Men,Personal Care,Fragrance,Deodorant,Black,Spring,Casual
30650,Nike Men Printed Black T-shirt,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual
56026,Colorbar Soft Touch Mousse Lipstick 025,Women,Personal Care,Lips,Lipstick,Brown,Spring,Casual
21948,Murcia Women Casual Brown Handbag,Women,Accessories,Bags,Handbags,Brown,Winter,Casual
32563,ONLY Women directoire blue Trousers,Women,Apparel,Bottomwear,Trousers,Blue,Summer,Casual
58980,Colour me Women Flowers Deo,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,Casual
40143,Gini and Jony Girls Pretty Blossom Blue Top,Girls,Apparel,Topwear,Tops,Blue,Summer,Casual
10633,Carlton London Men Formal Brown Formal Shoes,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,Formal
24406,Vishudh Women Red Printed Kurta,Women,Apparel,Topwear,Kurtas,Red,Summer,Ethnic
4716,ADIDAS Unisex Response ST Analogue Black Watch,Unisex,Accessories,Watches,Watches,Black,Winter,Sports
21174,s.Oliver Women Stripes Beige Top,Women,Apparel,Topwear,Tops,Beige,Fall,Casual
15341,Nike Women Solid Pink Shorts,Women,Apparel,Bottomwear,Shorts,Pink,Fall,Sports
52486,Red Rose Maroon Camisole,Women,Apparel,Innerwear,Camisoles,Maroon,Winter,Casual
53554,Probase Multicoloured Printed Boxers,Men,Apparel,Innerwear,Boxers,Multi,Summer,Casual
14293,Classic Polo Men Stripes Blue Tshirts,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual
47366,Baggit Women Blue Bag,Women,Accessories,Bags,Handbags,Blue,Summer,Casual
6041,UCB Men's Polo Neck With Lion Logo Navy Blue T-shirt,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual
23623,Doodle Kids Girls Pink I love Shopping Top,Girls,Apparel,Topwear,Tops,Pink,Fall,Casual
17416,Lotto Men Atlantica Black Sports Shoe,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports
9835,Little Miss Women Printed Grey T-shirt,Women,Apparel,Topwear,Tshirts,Grey,Fall,Casual
29319,ADIDAS Unisex Chicago Bulls Red Backpack,Unisex,Accessories,Bags,Backpacks,Red,Summer,Casual
7193,Jealous 21 Women Black Jegging,Women,Apparel,Bottomwear,Jeans,Black,Fall,Casual
12958,ADIDAS Men Sports Black Sports Shoes,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports
27283,Mother Earth Women Magenta Kurta,Women,Apparel,Topwear,Kurtas,Magenta,Fall,Ethnic
30234,Numero Uno Men Black Flip Flops,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,Casual
9009,Murcia Women Snake Print Bag Brown Handbags,Women,Accessories,Bags,Handbags,Brown,Winter,Casual
3533,Myntra Men's If You Don't Like Navy Blue T-shirt,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual
42614,Estelle Women Earrings & Pendant Set,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,Casual
12164,Aurelia Women Voile Orange Dupatta,Women,Apparel,Topwear,Dupatta,Orange,Fall,Ethnic
26351,DKNY Women White Dial Watch NY8472,Women,Accessories,Watches,Watches,White,Winter,Casual
17624,ADIDAS Men Solid Navy Blue Track Pant,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,Sports
47154,Gini and Jony Girls Black Capris,Girls,Apparel,Bottomwear,Capris,Black,Summer,Casual
35574,Gliders Men Esquire Red Flip Flops,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,Casual
46086,ADIDAS Women Lavender Hagkok Sports Shoes,Women,Footwear,Shoes,Sports Shoes,Lavender,Summer,Sports
51031,Enamor White Bra,Women,Apparel,Innerwear,Bra,White,Summer,Casual
13284,Gini and Jony Kids Boys Solid Black Shorts,Men,Apparel,Bottomwear,Shorts,Black,Fall,Casual
54543,F Sports Men White Outlander Sports Shoes,Men,Footwear,Shoes,Sports Shoes,White,Fall,Casual
55491,Revlon Gold Dust Poussiere Doree Colorburst Lip Gloss 024,Women,Personal Care,Lips,Lip Gloss,Brown,Spring,Casual
26163,John Miller Men Dark Grey Trousers,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Formal
3701,Tantra Women Flower Heart Black Long T-shirt,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual
29917,Police Men White Dial Watch PL12698JS,Men,Accessories,Watches,Watches,White,Winter,Casual
42426,Aurelia Women Sea Green Kurta,Women,Apparel,Topwear,Kurtas,Sea Green,Summer,Ethnic
32751,FILA Men Liga II Black Shoes,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual
56214,Estelle Women Gold Earrings,Women,Accessories,Jewellery,Earrings,Gold,Winter,Casual
10401,Jealous 21 Women Uaine Purple Tops,Women,Apparel,Topwear,Tops,Purple,Fall,Casual
40371,Tokyo Talkies Women Navy Slim Fit Jeans,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,Casual
21346,Pal Zileri Men Casual Gold Frame Sunglasses,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,Casual
45603,Arrow Men Black Formal Shoes,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal
4524,Puma Men's YugoRun Black White Shoe,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports
37223,United Colors of Benetton Women Blue Top,Women,Apparel,Topwear,Tops,Blue,Summer,Casual
53766,Puma Men White and Navy Blue T-shirt,Men,Apparel,Topwear,Tshirts,White,Summer,Casual
25520,Doodle Kids Girls City Chic White Top,Girls,Apparel,Topwear,Tops,White,Fall,Casual
32597,ONLY Women Black Top,Women,Apparel,Topwear,Tops,Black,Summer,Casual
58974,Colour me Men Gold Deo,Men,Personal Care,Fragrance,Deodorant,Gold,Spring,Casual
33445,Baggit Women Lamboo Mayur Black Wallet,Women,Accessories,Wallets,Wallets,Black,Summer,Casual
57100,Elle Women Dark Pink Top,Women,Apparel,Topwear,Tops,Pink,Summer,Casual
36137,Nike Women Free Run Pink Sports Shoes,Women,Footwear,Shoes,Sports Shoes,Pink,Summer,Sports
41859,Estd. 1977 Men Black Sandals,Men,Footwear,Sandal,Sandals,Black,Summer,Casual
21180,ADIDAS Men Adi Cells Black Flip Flops,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,Casual
39943,GAS Men Brown Count Casual Shoes,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,Casual
52472,Red Rose Women White & Pink Polka Dot Print Bath Robe,Women,Apparel,Loungewear and Nightwear,Bath Robe,Pink,Winter,Casual
58148,Puma Unisex White Cap,Unisex,Accessories,Headwear,Caps,White,Fall,Casual
20052,United Colors Of Benetton Women Yellow Muffler,Women,Accessories,Mufflers,Mufflers,Yellow,Fall,Casual
5630,ADIDAS Women's Adi Groove Blue Flip Flop,Women,Footwear,Flip Flops,Flip Flops,Blue,Summer,Casual
44517,Coolers Men Brown Pokar Flip Flops,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,Casual
47392,Baggit Women Beige Bag,Women,Accessories,Bags,Handbags,Beige,Fall,Casual
50325,Aurelia Women Navy Blue Kurta,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,Ethnic
8913,Puma Men Cabana Racer Sketch White Sports Shoes,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports
16530,Locomotive Men Check Red Shirt,Men,Apparel,Topwear,Shirts,Red,Fall,Casual
22705,Nike Men White Capri II Casual Shoe,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual
7167,Scullers Men Scul Purple White Shirt,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual
46240,Fusion Beats Women White Printed Tunic,Women,Apparel,Topwear,Tunics,White,Summer,Casual
27277,Mother Earth Women Blue Kurta,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic
13042,Inc 5 Women Brown Heels,Women,Footwear,Shoes,Flats,Brown,Winter,Casual
6889,Forever New Women Stone Cream Jacket,Women,Apparel,Topwear,Jackets,Cream,Summer,Casual
31312,W Women Peach Kurta,Women,Apparel,Topwear,Kurtas,Peach,Summer,Ethnic
12190,Basics Men Blue Slim Fit Checked Shirt,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual
55657,Catwalk Women Golden Wedges,Women,Footwear,Shoes,Heels,Gold,Winter,Casual
19578,United Colors of Benetton Women Solid Purple Top,Women,Apparel,Topwear,Tops,Purple,Summer,Casual
27879,Scullers For Her Women Blue Top,Women,Apparel,Topwear,Tops,Blue,Summer,Casual
