product_id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,stock_qty,updated_at,rating,review_count
15528,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Puma Men Scribble Black Tshirts,29,2026-08-12T18:14:08.376699+00:00,4.6,128
45258,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,CASIO EDIFICE Men Black Dial Chronograph Watch ED60,9,2026-08-12T18:14:08.376699+00:00,0.6,58
42841,Women,Accessories,Bags,Handbags,Beige,Summer,2012,Casual,French Connection Women Beige Handbag,42,2026-08-12T18:14:08.376699+00:00,3.7,41
22198,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Casual,Timberland Men Black Casual Shoes,49,2026-08-12T18:14:08.376699+00:00,3.6,198
29570,Men,Footwear,Shoes,Casual Shoes,Purple,Summer,2012,Casual,Vans Men Classic Slip-On Purple & Black Shoes,21,2026-08-12T18:14:08.376699+00:00,4.0,170
43993,Women,Personal Care,Fragrance,Perfume And Body Mist,Pink,Spring,2017,Casual,Police Women Passion Perfume,44,2026-08-12T18:14:08.376699+00:00,0.1,193
6628,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,ADIDAS Men's Lowell White Silver Shoe,29,2026-08-12T18:14:08.376699+00:00,4.6,28
54924,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Do U Speak Green Men Blue Shorts,25,2026-08-12T18:14:08.376699+00:00,1.8,124
26538,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2012,Casual,ID Men Red Shoes,39,2026-08-12T18:14:08.376699+00:00,1.6,138
35913,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Peperone Women Black & White Handbag,14,2026-08-12T18:14:08.376699+00:00,4.1,113
49495,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012,Casual,Vans Men Khaki Shoes,46,2026-08-12T18:14:08.376699+00:00,1.5,95
9660,Men,Apparel,Topwear,Shirts,Pink,Fall,2011,Casual,Indigo Nation Men Reversible Bling Pink Shirts,11,2026-08-12T18:14:08.376699+00:00,2.0,60
2288,Women,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports,Nike Women Black T-shirt,39,2026-08-12T18:14:08.376699+00:00,1.6,88
23876,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011,Casual,ADIDAS Men Blue Sweatshirt,27,2026-08-12T18:14:08.376699+00:00,3.2,76
18237,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Manchester United Men Solid Red Tshirt,38,2026-08-12T18:14:08.376699+00:00,0.9,37
54118,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Rocia Women Black Flats,19,2026-08-12T18:14:08.376699+00:00,2.6,118
2872,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Leather Flats,23,2026-08-12T18:14:08.376699+00:00,0.4,72
49653,Women,Apparel,Topwear,Tops,Green,Summer,2012,Casual,Mineral Women Green Top,4,2026-08-12T18:14:08.376699+00:00,2.1,53
8574,Women,Footwear,Sandal,Sandals,Pink,Fall,2011,Casual,Crocs Dora Boots Pink Sandals,25,2026-08-12T18:14:08.376699+00:00,1.8,174
16957,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Image Men Sunglasses,8,2026-08-12T18:14:08.376699+00:00,4.9,157
19123,Men,Footwear,Flip Flops,Flip Flops,Silver,Fall,2011,Casual,Lotto Men XL Water Man Silver Slippers,24,2026-08-12T18:14:08.376699+00:00,1.1,123
13419,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,United Colors of Benetton Men Solid Pink Polo T-shirts,20,2026-08-12T18:14:08.376699+00:00,3.3,19
17885,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,2016,Casual,Levis Men Comfort Style Grey Innerwear Vest,36,2026-08-12T18:14:08.376699+00:00,4.5,85
43369,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2013,Casual,Reebok Men Black Possession Flip Flops,20,2026-08-12T18:14:08.376699+00:00,3.3,169
48781,Women,Accessories,Jewellery,Pendant,Silver,Summer,2012,Casual,Lucera Women Silver Pendant,32,2026-08-12T18:14:08.376699+00:00,1.7,181
44970,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Maxima Men White Dial Analog Chronograph Watch,21,2026-08-12T18:14:08.376699+00:00,4.0,170
56489,Women,Personal Care,Nails,Nail Polish,Bronze,Spring,2017,Unknown,Streetwear Ash Nail Polish # 31,40,2026-08-12T18:14:08.376699+00:00,2.3,89
39524,Unisex,Accessories,Bags,Laptop Bag,Orange,Summer,2012,Casual,Peter England Unisex Orange Sleeve Bag,25,2026-08-12T18:14:08.376699+00:00,1.8,124
33822,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Puma Men Axis White & Grey Sports Shoes,23,2026-08-12T18:14:08.376699+00:00,0.4,22
58513,Women,Apparel,Topwear,Tops,Off White,Summer,2012,Casual,Tonga Women Maroon Top,14,2026-08-12T18:14:08.376699+00:00,4.1,113
25947,Women,Accessories,Scarves,Scarves,Brown,Summer,2012,Casual,Femella Women Brown Scarf,48,2026-08-12T18:14:08.376699+00:00,2.9,147
52029,Unisex,Apparel,Topwear,Rain Jacket,Coffee Brown,Summer,2012,Unknown,Just Natural Unisex Charcoal Rain Jacket,30,2026-08-12T18:14:08.376699+00:00,0.3,29
5865,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,ADIDAS Men's Twelve Faster T-shirt,16,2026-08-12T18:14:08.376699+00:00,0.5,65
39716,Women,Apparel,Dress,Dresses,Blue,Summer,2012,Casual,Arrow Woman Women Blue Dress,17,2026-08-12T18:14:08.376699+00:00,1.2,116
25349,Men,Apparel,Innerwear,Briefs,Red,Summer,2016,Casual,Levis Men Red Brief,50,2026-08-12T18:14:08.376699+00:00,4.3,149
11940,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual,Ganuchi Men Casual Black Sandals,41,2026-08-12T18:14:08.376699+00:00,3.0,140
55802,Women,Apparel,Loungewear and Nightwear,Night Suits,White,Summer,2017,Casual,SDL by Sweet Dreams Women Green Printed Night Suit S11-3124,3,2026-08-12T18:14:08.376699+00:00,1.4,2
29584,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Indigo Nation Men Printed Black T-shirt,35,2026-08-12T18:14:08.376699+00:00,3.8,184
43967,Women,Personal Care,Fragrance,Perfume And Body Mist,Red,Spring,2017,Casual,DKNY Women Red Delicious Perfume,18,2026-08-12T18:14:08.376699+00:00,1.9,167
28456,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2012,Sports,Urban Yoga Women Blue Skirt With Leggings,7,2026-08-12T18:14:08.376699+00:00,4.2,56
34009,Girls,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Gini and Jony Girls Black Top,10,2026-08-12T18:14:08.376699+00:00,1.3,9
19311,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Nike Men Air Rift MTR White Casual Shoe,12,2026-08-12T18:14:08.376699+00:00,2.7,111
42089,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,ADIDAS Men White Corona Sports Shoes,40,2026-08-12T18:14:08.376699+00:00,2.3,89
22950,Unisex,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Unisex Black Dial Watch 9915PP13,1,2026-08-12T18:14:08.376699+00:00,0.0,150
49461,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012,Casual,Vans Men Blue Era Scilla Plaid Shoes,12,2026-08-12T18:14:08.376699+00:00,2.7,61
8746,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Summer,2015,Casual,Crocs Kids Navy Blue Clogs,47,2026-08-12T18:14:08.376699+00:00,2.2,146
9694,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Classic Polo Men Vulcan White Polo Tshirts,45,2026-08-12T18:14:08.376699+00:00,0.8,94
23882,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports,Fila Men Destiny Grey Sports Shoes,33,2026-08-12T18:14:08.376699+00:00,2.4,82
34835,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012,Sports,ADIDAS Men Blue Chill Sports Shoes,36,2026-08-12T18:14:08.376699+00:00,4.5,35
15984,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011,Casual,Turtle Check Men Yellow Shirt,35,2026-08-12T18:14:08.376699+00:00,3.8,184
41268,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Arrow Men Black Wallet,19,2026-08-12T18:14:08.376699+00:00,2.6,68
11518,Women,Footwear,Shoes,Heels,Grey,Winter,2015,Casual,Catwalk Women Gun Metal Grey Heels,19,2026-08-12T18:14:08.376699+00:00,2.6,118
14856,Women,Accessories,Wallets,Wallets,Beige,Summer,2011,Casual,United Colors of Benetton Women Solid Beige Wallets,7,2026-08-12T18:14:08.376699+00:00,4.2,56
33648,Men,Footwear,Sandal,Sandals,Brown,Summer,2012,Casual,Lotto Men Ridge Brown Sandals,49,2026-08-12T18:14:08.376699+00:00,3.6,48
59297,Men,Apparel,Topwear,Shirts,White,Fall,2012,Casual,U.S. Polo Assn. Men White & Navy Blue Shirt,48,2026-08-12T18:14:08.376699+00:00,2.9,97
28032,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual,Jockey ELANCE Men Bikini White Brief 1005,33,2026-08-12T18:14:08.376699+00:00,2.4,32
27846,Women,Apparel,Topwear,Blazers,Charcoal,Summer,2012,Formal,Scullers For Her Charcoal Blazer,47,2026-08-12T18:14:08.376699+00:00,2.2,46
26994,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012,Casual,Jealous 21 Women Black Jeans,45,2026-08-12T18:14:08.376699+00:00,0.8,194
49839,Women,Footwear,Flip Flops,Flip Flops,Red,Winter,2012,Casual,iPanema Women Red Flip Flops,40,2026-08-12T18:14:08.376699+00:00,2.3,39
31923,Women,Accessories,Bags,Handbags,Blue,Summer,2012,Casual,Fabindia Women Blue Silk Sling Bag,24,2026-08-12T18:14:08.376699+00:00,1.1,123
2618,Women,Footwear,Shoes,Flats,Silver,Spring,2010,Casual,Carlton London Women Silver Wedge Sandal,19,2026-08-12T18:14:08.376699+00:00,2.6,18
54588,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Sushilas Women Printed Green Kurta,39,2026-08-12T18:14:08.376699+00:00,1.6,188
49005,Women,Accessories,Jewellery,Ring,Silver,Summer,2012,Casual,Lucera Women Silver Ring,6,2026-08-12T18:14:08.376699+00:00,3.5,5
8322,Boys,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Doodle Boy's Route 66 Biker Blue Teen Kidswear,23,2026-08-12T18:14:08.376699+00:00,0.4,122
13841,Unisex,Accessories,Watches,Watches,White,Winter,2016,Casual,ADIDAS Unisex Three Small Dials White Watches,42,2026-08-12T18:14:08.376699+00:00,3.7,41
28200,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,2016,Casual,Ray-Ban Men Active Lifestyle Copper Sunglasses,1,2026-08-12T18:14:08.376699+00:00,0.0,0
12993,Unisex,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,ADIDAS Kids Adispeed Black Sports Shoes,44,2026-08-12T18:14:08.376699+00:00,0.1,193
7158,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual,Scullers Men  Green Check Shirt,9,2026-08-12T18:14:08.376699+00:00,0.6,158
18495,Men,Footwear,Sandal,Sandals,White,Fall,2011,Casual,Puma Men Fashion Cat White Slipper,46,2026-08-12T18:14:08.376699+00:00,1.5,95
8110,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Economy 2 Analg Black Watch,11,2026-08-12T18:14:08.376699+00:00,2.0,110
19547,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Solid Blue Sweatshirt,48,2026-08-12T18:14:08.376699+00:00,2.9,147
7964,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports,Puma Men's Large Logo Graphic Black T-shirt,15,2026-08-12T18:14:08.376699+00:00,4.8,164
36934,Women,Personal Care,Fragrance,Perfume And Body Mist,Gold,Spring,2017,Casual,Giorgio Armani Women Idole Perfume,35,2026-08-12T18:14:08.376699+00:00,3.8,134
39140,Women,Apparel,Apparel Set,Kurta Sets,Black,Summer,2012,Ethnic,Aneri Women Black & Maroon Salwar Suit,41,2026-08-12T18:14:08.376699+00:00,3.0,140
20851,Women,Accessories,Bags,Clutches,Red,Winter,2015,Casual,Spice Art Women Ribbon Embroidery Red Clutch,2,2026-08-12T18:14:08.376699+00:00,0.7,51
41866,Men,Footwear,Sandal,Sandals,Beige,Fall,2015,Casual,Estd. 1977 Men Beige & Green Sandals,17,2026-08-12T18:14:08.376699+00:00,1.2,66
58177,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Rocky S Women Brown Handbag,28,2026-08-12T18:14:08.376699+00:00,3.9,177
44528,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual,Coolers Men Black Sandals,29,2026-08-12T18:14:08.376699+00:00,4.6,128
16392,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,Levis Men Check Red Shirts,43,2026-08-12T18:14:08.376699+00:00,4.4,192
51455,Women,Apparel,Topwear,Shrug,Pink,Summer,2012,Casual,Tonga Women Pink Printed Shrug,6,2026-08-12T18:14:08.376699+00:00,3.5,55
50587,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016,Casual,Chromozome Men Grey Briefs,38,2026-08-12T18:14:08.376699+00:00,0.9,187
17240,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,U.S. Polo Assn. Men Stripes Black  Polo Tshirt,41,2026-08-12T18:14:08.376699+00:00,3.0,40
47530,Women,Footwear,Shoes,Flats,Copper,Winter,2012,Casual,Portia Women Copper-Toned & Brown Sandals,31,2026-08-12T18:14:08.376699+00:00,1.0,130
6617,Men,Apparel,Topwear,Shirts,Black,Summer,2011,Casual,Spykar Men Black and white Check Shirt,18,2026-08-12T18:14:08.376699+00:00,1.9,17
12732,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011,Sports,Nike Unisex Swoosh Black Backpack,33,2026-08-12T18:14:08.376699+00:00,2.4,132
3365,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Myntra Men's Brain Black T-shirt,16,2026-08-12T18:14:08.376699+00:00,0.5,165
42042,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men Air Relentless 2 MSL White Sports Shoes,43,2026-08-12T18:14:08.376699+00:00,4.4,42
23849,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,ADIDAS Men Black Anzo Breeze Casual Shoes,50,2026-08-12T18:14:08.376699+00:00,4.3,49
43190,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Fastrack Women White Dial Watch,41,2026-08-12T18:14:08.376699+00:00,3.0,190
48578,Men,Accessories,Jewellery,Bracelet,Steel,Summer,2012,Casual,Revv Men Steel Bracelet,29,2026-08-12T18:14:08.376699+00:00,4.6,178
30462,Women,Apparel,Innerwear,Bra,Black,Summer,2014,Casual,Lovable Women All Day Long Black Bra,13,2026-08-12T18:14:08.376699+00:00,3.4,62
18208,Men,Accessories,Headwear,Caps,White,Fall,2011,Casual,Manchester United Men Solid White Cap,9,2026-08-12T18:14:08.376699+00:00,0.6,8
54127,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Rocia Women Black Heels,28,2026-08-12T18:14:08.376699+00:00,3.9,127
10065,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,Puma Men ducati logo tee Yellow Tshirts,16,2026-08-12T18:14:08.376699+00:00,0.5,65
24250,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012,Casual,Numero Uno Men White Casual Shoes,1,2026-08-12T18:14:08.376699+00:00,0.0,50
32335,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Q&Q Men Silver-Toned Dial Analogue Watch Q252J404Y,36,2026-08-12T18:14:08.376699+00:00,4.5,135
25382,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016,Casual,Levis Men White Innerwear Vest,33,2026-08-12T18:14:08.376699+00:00,2.4,182
56670,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Maxima Men Black Dial Watch,21,2026-08-12T18:14:08.376699+00:00,4.0,70
5092,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011,Casual,Wrangler Men's Minstrel Shoulder Loop Purple T-shirt,43,2026-08-12T18:14:08.376699+00:00,4.4,92
10859,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Wrangler Men Furious Rides Navy Blue T-Shirts,10,2026-08-12T18:14:08.376699+00:00,1.3,59
59638,Women,Apparel,Saree,Sarees,Green,Fall,2012,Ethnic,FNF Green Wedding Collection Sari,39,2026-08-12T18:14:08.376699+00:00,1.6,38
15517,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011,Casual,Rockport Men LLandro Red Casual Shoes,18,2026-08-12T18:14:08.376699+00:00,1.9,117
4140,Women,Footwear,Shoes,Casual Shoes,Green,Winter,2015,Casual,Skechers Women Green Shoe,41,2026-08-12T18:14:08.376699+00:00,3.0,140
36795,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Maxima Men Ssteele Silver Dial Watch,46,2026-08-12T18:14:08.376699+00:00,1.5,195
